,PLOT_ID,SAMPLEDATE,Shannon,MINUTE,NO_INT,CLOUDS,WIND,TEMP,DATE,AIRTEMP_MEAN_DAY,CDD
36541,RP102,2016-07-14,4.843762027040333,3.0,5.0,S,ST,23.0,2016-07-14,15.0,233.5
36548,RP102,2016-07-14,4.843762027040333,11.0,1.0,S,ST,23.0,2016-07-14,15.0,233.5
36549,RP102,2016-07-14,4.843762027040333,12.0,2.0,S,ST,23.0,2016-07-14,15.0,233.5
37870,RP104,2016-07-14,3.201260235702429,12.0,4.0,S,ST,18.0,2016-07-14,15.0,233.5
35573,RP101,2016-07-14,2.444147367045364,5.0,2.0,S,ST,18.0,2016-07-14,15.0,233.5
35572,RP101,2016-07-14,2.444147367045364,4.0,2.0,S,ST,18.0,2016-07-14,15.0,233.5
35570,RP101,2016-07-14,2.444147367045364,3.0,3.0,S,ST,18.0,2016-07-14,15.0,233.5
35567,RP101,2016-07-14,2.444147367045364,2.0,1.0,S,ST,18.0,2016-07-14,15.0,233.5
35566,RP101,2016-07-14,2.444147367045364,1.0,1.0,S,ST,18.0,2016-07-14,15.0,233.5
42262,RP205,2016-07-14,2.795983321801711,2.0,0.0,SH,ST,21.0,2016-07-14,15.0,233.5
42261,RP205,2016-07-14,2.795983321801711,1.0,0.0,SH,ST,21.0,2016-07-14,15.0,233.5
36551,RP102,2016-07-14,4.843762027040333,15.0,2.0,S,ST,23.0,2016-07-14,15.0,233.5
36550,RP102,2016-07-14,4.843762027040333,14.0,2.0,S,ST,23.0,2016-07-14,15.0,233.5
41890,RP204,2016-07-14,3.3875758016966477,10.0,8.0,S,ST,24.0,2016-07-14,15.0,233.5
41067,RP202,2016-07-14,2.3104334054158513,8.0,6.0,S,ST,23.0,2016-07-14,15.0,233.5
41869,RP204,2016-07-14,3.3875758016966477,7.0,9.0,S,ST,24.0,2016-07-14,15.0,233.5
35580,RP101,2016-07-14,2.444147367045364,8.0,2.0,S,ST,18.0,2016-07-14,15.0,233.5
35578,RP101,2016-07-14,2.444147367045364,7.0,2.0,S,ST,18.0,2016-07-14,15.0,233.5
35576,RP101,2016-07-14,2.444147367045364,6.0,2.0,S,ST,18.0,2016-07-14,15.0,233.5
41069,RP202,2016-07-14,2.3104334054158513,11.0,7.0,S,ST,23.0,2016-07-14,15.0,233.5
41071,RP202,2016-07-14,2.3104334054158513,13.0,4.0,S,ST,23.0,2016-07-14,15.0,233.5
35581,RP101,2016-07-14,2.444147367045364,9.0,8.0,S,ST,18.0,2016-07-14,15.0,233.5
42269,RP205,2016-07-14,2.795983321801711,9.0,0.0,SH,ST,21.0,2016-07-14,15.0,233.5
40001,RP109,2016-07-14,3.451111250291316,10.0,3.0,S,ST,21.0,2016-07-14,15.0,233.5
42268,RP205,2016-07-14,2.795983321801711,8.0,0.0,SH,ST,21.0,2016-07-14,15.0,233.5
42267,RP205,2016-07-14,2.795983321801711,7.0,0.0,SH,ST,21.0,2016-07-14,15.0,233.5
42266,RP205,2016-07-14,2.795983321801711,6.0,0.0,SH,ST,21.0,2016-07-14,15.0,233.5
42265,RP205,2016-07-14,2.795983321801711,5.0,0.0,SH,ST,21.0,2016-07-14,15.0,233.5
41875,RP204,2016-07-14,3.3875758016966477,8.0,7.0,S,ST,24.0,2016-07-14,15.0,233.5
40000,RP109,2016-07-14,3.451111250291316,8.0,2.0,S,ST,21.0,2016-07-14,15.0,233.5
39999,RP109,2016-07-14,3.451111250291316,7.0,4.0,S,ST,21.0,2016-07-14,15.0,233.5
41066,RP202,2016-07-14,2.3104334054158513,7.0,4.0,S,ST,23.0,2016-07-14,15.0,233.5
41065,RP202,2016-07-14,2.3104334054158513,6.0,12.0,S,ST,23.0,2016-07-14,15.0,233.5
41064,RP202,2016-07-14,2.3104334054158513,5.0,1.0,S,ST,23.0,2016-07-14,15.0,233.5
41063,RP202,2016-07-14,2.3104334054158513,2.0,1.0,S,ST,23.0,2016-07-14,15.0,233.5
37856,RP104,2016-07-14,3.201260235702429,1.0,1.0,S,ST,18.0,2016-07-14,15.0,233.5
37857,RP104,2016-07-14,3.201260235702429,4.0,3.0,S,ST,18.0,2016-07-14,15.0,233.5
37858,RP104,2016-07-14,3.201260235702429,5.0,2.0,S,ST,18.0,2016-07-14,15.0,233.5
37860,RP104,2016-07-14,3.201260235702429,6.0,1.0,S,ST,18.0,2016-07-14,15.0,233.5
37861,RP104,2016-07-14,3.201260235702429,8.0,1.0,S,ST,18.0,2016-07-14,15.0,233.5
37862,RP104,2016-07-14,3.201260235702429,9.0,1.0,S,ST,18.0,2016-07-14,15.0,233.5
37863,RP104,2016-07-14,3.201260235702429,10.0,5.0,S,ST,18.0,2016-07-14,15.0,233.5
37866,RP104,2016-07-14,3.201260235702429,11.0,1.0,S,ST,18.0,2016-07-14,15.0,233.5
41419,RP203,2016-07-14,2.1887130415865577,7.0,6.0,S,ST,23.0,2016-07-14,15.0,233.5
39270,RP107,2016-07-14,3.095071004616677,5.0,5.0,S,ST,23.0,2016-07-14,15.0,233.5
41412,RP203,2016-07-14,2.1887130415865577,3.0,2.0,S,ST,23.0,2016-07-14,15.0,233.5
41414,RP203,2016-07-14,2.1887130415865577,4.0,1.0,S,ST,23.0,2016-07-14,15.0,233.5
41415,RP203,2016-07-14,2.1887130415865577,5.0,1.0,S,ST,23.0,2016-07-14,15.0,233.5
41416,RP203,2016-07-14,2.1887130415865577,6.0,6.0,S,ST,23.0,2016-07-14,15.0,233.5
42660,RP207,2016-07-14,1.8189685116531733,5.0,0.0,SH,ST,22.0,2016-07-14,15.0,233.5
39273,RP107,2016-07-14,3.095071004616677,13.0,2.0,S,ST,23.0,2016-07-14,15.0,233.5
41920,RP204,2016-07-14,3.3875758016966477,15.0,5.0,S,ST,24.0,2016-07-14,15.0,233.5
41917,RP204,2016-07-14,3.3875758016966477,14.0,7.0,S,ST,24.0,2016-07-14,15.0,233.5
41847,RP204,2016-07-14,3.3875758016966477,4.0,7.0,S,ST,24.0,2016-07-14,15.0,233.5
41907,RP204,2016-07-14,3.3875758016966477,13.0,6.0,S,ST,24.0,2016-07-14,15.0,233.5
41881,RP204,2016-07-14,3.3875758016966477,9.0,13.0,S,ST,24.0,2016-07-14,15.0,233.5
41826,RP204,2016-07-14,3.3875758016966477,1.0,5.0,S,ST,24.0,2016-07-14,15.0,233.5
42272,RP205,2016-07-14,2.795983321801711,12.0,0.0,SH,ST,21.0,2016-07-14,15.0,233.5
42273,RP205,2016-07-14,2.795983321801711,13.0,0.0,SH,ST,21.0,2016-07-14,15.0,233.5
42274,RP205,2016-07-14,2.795983321801711,14.0,0.0,SH,ST,21.0,2016-07-14,15.0,233.5
40002,RP109,2016-07-14,3.451111250291316,11.0,2.0,S,ST,21.0,2016-07-14,15.0,233.5
38753,RP106,2016-07-14,2.4579619615530173,3.0,3.0,S,ST,21.0,2016-07-14,15.0,233.5
41831,RP204,2016-07-14,3.3875758016966477,2.0,5.0,S,ST,24.0,2016-07-14,15.0,233.5
38340,RP105,2016-07-14,1.840141338676333,15.0,6.0,S,ST,23.0,2016-07-14,15.0,233.5
41836,RP204,2016-07-14,3.3875758016966477,3.0,6.0,S,ST,24.0,2016-07-14,15.0,233.5
37405,RP103,2016-07-14,2.1123738772128333,6.0,3.0,S,ST,26.0,2016-07-14,15.0,233.5
37406,RP103,2016-07-14,2.1123738772128333,13.0,10.0,S,ST,26.0,2016-07-14,15.0,233.5
37408,RP103,2016-07-14,2.1123738772128333,14.0,6.0,S,ST,26.0,2016-07-14,15.0,233.5
37409,RP103,2016-07-14,2.1123738772128333,15.0,2.0,S,ST,26.0,2016-07-14,15.0,233.5
40003,RP109,2016-07-14,3.451111250291316,15.0,1.0,S,ST,21.0,2016-07-14,15.0,233.5
42275,RP205,2016-07-14,2.795983321801711,15.0,0.0,SH,ST,21.0,2016-07-14,15.0,233.5
40432,RP110,2016-07-14,1.0,12.0,9.0,SH,ST,21.0,2016-07-14,15.0,233.5
38754,RP106,2016-07-14,2.4579619615530173,10.0,4.0,S,ST,21.0,2016-07-14,15.0,233.5
38755,RP106,2016-07-14,2.4579619615530173,11.0,1.0,S,ST,21.0,2016-07-14,15.0,233.5
38756,RP106,2016-07-14,2.4579619615530173,14.0,2.0,S,ST,21.0,2016-07-14,15.0,233.5
40435,RP110,2016-07-14,1.0,15.0,8.0,SH,ST,21.0,2016-07-14,15.0,233.5
40434,RP110,2016-07-14,1.0,14.0,2.0,SH,ST,21.0,2016-07-14,15.0,233.5
40433,RP110,2016-07-14,1.0,13.0,8.0,SH,ST,21.0,2016-07-14,15.0,233.5
40431,RP110,2016-07-14,1.0,11.0,2.0,SH,ST,21.0,2016-07-14,15.0,233.5
39272,RP107,2016-07-14,3.095071004616677,7.0,1.0,S,ST,23.0,2016-07-14,15.0,233.5
42657,RP207,2016-07-14,1.8189685116531733,2.0,0.0,SH,ST,22.0,2016-07-14,15.0,233.5
43692,RP210,2016-07-14,5.340303945852721,12.0,0.0,SH,ST,18.0,2016-07-14,15.0,233.5
42656,RP207,2016-07-14,1.8189685116531733,1.0,0.0,SH,ST,22.0,2016-07-14,15.0,233.5
42658,RP207,2016-07-14,1.8189685116531733,3.0,0.0,SH,ST,22.0,2016-07-14,15.0,233.5
42659,RP207,2016-07-14,1.8189685116531733,4.0,0.0,SH,ST,22.0,2016-07-14,15.0,233.5
42661,RP207,2016-07-14,1.8189685116531733,6.0,0.0,SH,ST,22.0,2016-07-14,15.0,233.5
42869,RP208,2016-07-14,1.0,11.0,6.0,S,ST,24.0,2016-07-14,15.0,233.5
42662,RP207,2016-07-14,1.8189685116531733,7.0,0.0,SH,ST,22.0,2016-07-14,15.0,233.5
42663,RP207,2016-07-14,1.8189685116531733,8.0,0.0,SH,ST,22.0,2016-07-14,15.0,233.5
42664,RP207,2016-07-14,1.8189685116531733,9.0,0.0,SH,ST,22.0,2016-07-14,15.0,233.5
42665,RP207,2016-07-14,1.8189685116531733,10.0,0.0,SH,ST,22.0,2016-07-14,15.0,233.5
42666,RP207,2016-07-14,1.8189685116531733,11.0,0.0,SH,ST,22.0,2016-07-14,15.0,233.5
42667,RP207,2016-07-14,1.8189685116531733,12.0,0.0,SH,ST,22.0,2016-07-14,15.0,233.5
43691,RP210,2016-07-14,5.340303945852721,11.0,0.0,SH,ST,18.0,2016-07-14,15.0,233.5
42668,RP207,2016-07-14,1.8189685116531733,13.0,0.0,SH,ST,22.0,2016-07-14,15.0,233.5
42670,RP207,2016-07-14,1.8189685116531733,15.0,0.0,SH,ST,22.0,2016-07-14,15.0,233.5
42871,RP208,2016-07-14,1.0,12.0,5.0,S,ST,24.0,2016-07-14,15.0,233.5
42873,RP208,2016-07-14,1.0,15.0,7.0,S,ST,24.0,2016-07-14,15.0,233.5
42271,RP205,2016-07-14,2.795983321801711,11.0,0.0,SH,ST,21.0,2016-07-14,15.0,233.5
35594,RP101,2016-07-14,2.444147367045364,15.0,11.0,S,ST,18.0,2016-07-14,15.0,233.5
43695,RP210,2016-07-14,5.340303945852721,15.0,0.0,SH,ST,18.0,2016-07-14,15.0,233.5
35592,RP101,2016-07-14,2.444147367045364,14.0,11.0,S,ST,18.0,2016-07-14,15.0,233.5
35590,RP101,2016-07-14,2.444147367045364,13.0,6.0,S,ST,18.0,2016-07-14,15.0,233.5
35588,RP101,2016-07-14,2.444147367045364,12.0,11.0,S,ST,18.0,2016-07-14,15.0,233.5
42669,RP207,2016-07-14,1.8189685116531733,14.0,0.0,SH,ST,22.0,2016-07-14,15.0,233.5
42868,RP208,2016-07-14,1.0,6.0,4.0,S,ST,24.0,2016-07-14,15.0,233.5
42867,RP208,2016-07-14,1.0,5.0,4.0,S,ST,24.0,2016-07-14,15.0,233.5
42866,RP208,2016-07-14,1.0,4.0,7.0,S,ST,24.0,2016-07-14,15.0,233.5
39274,RP107,2016-07-14,3.095071004616677,14.0,1.0,S,ST,23.0,2016-07-14,15.0,233.5
39275,RP107,2016-07-14,3.095071004616677,15.0,3.0,S,ST,23.0,2016-07-14,15.0,233.5
42270,RP205,2016-07-14,2.795983321801711,10.0,0.0,SH,ST,21.0,2016-07-14,15.0,233.5
35585,RP101,2016-07-14,2.444147367045364,11.0,16.0,S,ST,18.0,2016-07-14,15.0,233.5
41444,RP203,2016-07-14,2.1887130415865577,15.0,2.0,S,ST,23.0,2016-07-14,15.0,233.5
40787,RP201,2016-07-14,3.6371828303491034,6.0,1.0,S,ST,23.0,2016-07-14,15.0,233.5
40786,RP201,2016-07-14,3.6371828303491034,3.0,1.0,S,ST,23.0,2016-07-14,15.0,233.5
40785,RP201,2016-07-14,3.6371828303491034,2.0,1.0,S,ST,23.0,2016-07-14,15.0,233.5
40784,RP201,2016-07-14,3.6371828303491034,1.0,1.0,S,ST,23.0,2016-07-14,15.0,233.5
43681,RP210,2016-07-14,5.340303945852721,1.0,0.0,SH,ST,18.0,2016-07-14,15.0,233.5
42865,RP208,2016-07-14,1.0,2.0,1.0,S,ST,24.0,2016-07-14,15.0,233.5
42864,RP208,2016-07-14,1.0,1.0,10.0,S,ST,24.0,2016-07-14,15.0,233.5
43690,RP210,2016-07-14,5.340303945852721,10.0,0.0,SH,ST,18.0,2016-07-14,15.0,233.5
43689,RP210,2016-07-14,5.340303945852721,9.0,0.0,SH,ST,18.0,2016-07-14,15.0,233.5
43688,RP210,2016-07-14,5.340303945852721,8.0,0.0,SH,ST,18.0,2016-07-14,15.0,233.5
43693,RP210,2016-07-14,5.340303945852721,13.0,0.0,SH,ST,18.0,2016-07-14,15.0,233.5
43687,RP210,2016-07-14,5.340303945852721,7.0,0.0,SH,ST,18.0,2016-07-14,15.0,233.5
43686,RP210,2016-07-14,5.340303945852721,6.0,0.0,SH,ST,18.0,2016-07-14,15.0,233.5
43685,RP210,2016-07-14,5.340303945852721,5.0,0.0,SH,ST,18.0,2016-07-14,15.0,233.5
43684,RP210,2016-07-14,5.340303945852721,4.0,0.0,SH,ST,18.0,2016-07-14,15.0,233.5
43683,RP210,2016-07-14,5.340303945852721,3.0,0.0,SH,ST,18.0,2016-07-14,15.0,233.5
43682,RP210,2016-07-14,5.340303945852721,2.0,0.0,SH,ST,18.0,2016-07-14,15.0,233.5
43694,RP210,2016-07-14,5.340303945852721,14.0,0.0,SH,ST,18.0,2016-07-14,15.0,233.5
26245,LOM01,2016-07-19,3.334383182768082,1.0,5.0,S,BR,21.0,2016-07-19,11.6,245.25
34006,LOS07,2016-07-19,3.6779206331562007,1.0,1.0,C,ST,16.0,2016-07-19,11.6,245.25
26251,LOM01,2016-07-19,3.334383182768082,2.0,4.0,S,BR,21.0,2016-07-19,11.6,245.25
34007,LOS07,2016-07-19,3.6779206331562007,2.0,1.0,C,ST,16.0,2016-07-19,11.6,245.25
27387,LOM04,2016-07-19,5.432753862498172,13.0,5.0,S,BR,20.0,2016-07-19,11.6,245.25
26290,LOM01,2016-07-19,3.334383182768082,9.0,7.0,S,BR,21.0,2016-07-19,11.6,245.25
26644,LOM02,2016-07-19,4.129673941690595,3.0,5.0,S,BR,20.0,2016-07-19,11.6,245.25
26645,LOM02,2016-07-19,4.129673941690595,4.0,5.0,S,BR,20.0,2016-07-19,11.6,245.25
26650,LOM02,2016-07-19,4.129673941690595,5.0,4.0,S,BR,20.0,2016-07-19,11.6,245.25
26654,LOM02,2016-07-19,4.129673941690595,6.0,4.0,S,BR,20.0,2016-07-19,11.6,245.25
26658,LOM02,2016-07-19,4.129673941690595,7.0,5.0,S,BR,20.0,2016-07-19,11.6,245.25
33339,LOS05,2016-07-19,2.0306309908905886,15.0,1.0,C,ST,16.0,2016-07-19,11.6,245.25
33333,LOS05,2016-07-19,2.0306309908905886,9.0,1.0,C,ST,16.0,2016-07-19,11.6,245.25
33334,LOS05,2016-07-19,2.0306309908905886,10.0,1.0,C,ST,16.0,2016-07-19,11.6,245.25
33335,LOS05,2016-07-19,2.0306309908905886,11.0,1.0,C,ST,16.0,2016-07-19,11.6,245.25
33336,LOS05,2016-07-19,2.0306309908905886,12.0,1.0,C,ST,16.0,2016-07-19,11.6,245.25
33337,LOS05,2016-07-19,2.0306309908905886,13.0,1.0,C,ST,16.0,2016-07-19,11.6,245.25
33338,LOS05,2016-07-19,2.0306309908905886,14.0,1.0,C,ST,16.0,2016-07-19,11.6,245.25
26628,LOM02,2016-07-19,4.129673941690595,1.0,6.0,S,BR,20.0,2016-07-19,11.6,245.25
26634,LOM02,2016-07-19,4.129673941690595,2.0,6.0,S,BR,20.0,2016-07-19,11.6,245.25
33332,LOS05,2016-07-19,2.0306309908905886,8.0,1.0,C,ST,16.0,2016-07-19,11.6,245.25
26664,LOM02,2016-07-19,4.129673941690595,8.0,6.0,S,BR,20.0,2016-07-19,11.6,245.25
26686,LOM02,2016-07-19,4.129673941690595,15.0,4.0,S,BR,20.0,2016-07-19,11.6,245.25
26978,LOM03,2016-07-19,3.2741652713139806,14.0,2.0,S,BR,20.0,2016-07-19,11.6,245.25
26977,LOM03,2016-07-19,3.2741652713139806,13.0,2.0,S,BR,20.0,2016-07-19,11.6,245.25
26975,LOM03,2016-07-19,3.2741652713139806,12.0,2.0,S,BR,20.0,2016-07-19,11.6,245.25
26973,LOM03,2016-07-19,3.2741652713139806,11.0,2.0,S,BR,20.0,2016-07-19,11.6,245.25
26971,LOM03,2016-07-19,3.2741652713139806,10.0,2.0,S,BR,20.0,2016-07-19,11.6,245.25
26962,LOM03,2016-07-19,3.2741652713139806,5.0,4.0,S,BR,20.0,2016-07-19,11.6,245.25
26963,LOM03,2016-07-19,3.2741652713139806,7.0,2.0,S,BR,20.0,2016-07-19,11.6,245.25
26965,LOM03,2016-07-19,3.2741652713139806,8.0,3.0,S,BR,20.0,2016-07-19,11.6,245.25
26968,LOM03,2016-07-19,3.2741652713139806,9.0,2.0,S,BR,20.0,2016-07-19,11.6,245.25
26684,LOM02,2016-07-19,4.129673941690595,14.0,2.0,S,BR,20.0,2016-07-19,11.6,245.25
26682,LOM02,2016-07-19,4.129673941690595,13.0,5.0,S,BR,20.0,2016-07-19,11.6,245.25
26669,LOM02,2016-07-19,4.129673941690595,9.0,2.0,S,BR,20.0,2016-07-19,11.6,245.25
26671,LOM02,2016-07-19,4.129673941690595,10.0,2.0,S,BR,20.0,2016-07-19,11.6,245.25
26674,LOM02,2016-07-19,4.129673941690595,11.0,3.0,S,BR,20.0,2016-07-19,11.6,245.25
26676,LOM02,2016-07-19,4.129673941690595,12.0,2.0,S,BR,20.0,2016-07-19,11.6,245.25
33331,LOS05,2016-07-19,2.0306309908905886,7.0,1.0,C,ST,16.0,2016-07-19,11.6,245.25
33329,LOS05,2016-07-19,2.0306309908905886,5.0,1.0,C,ST,16.0,2016-07-19,11.6,245.25
26276,LOM01,2016-07-19,3.334383182768082,7.0,6.0,S,BR,21.0,2016-07-19,11.6,245.25
26280,LOM01,2016-07-19,3.334383182768082,8.0,10.0,S,BR,21.0,2016-07-19,11.6,245.25
34008,LOS07,2016-07-19,3.6779206331562007,3.0,1.0,C,ST,16.0,2016-07-19,11.6,245.25
26292,LOM01,2016-07-19,3.334383182768082,10.0,8.0,S,BR,21.0,2016-07-19,11.6,245.25
26272,LOM01,2016-07-19,3.334383182768082,6.0,5.0,S,BR,21.0,2016-07-19,11.6,245.25
26254,LOM01,2016-07-19,3.334383182768082,3.0,4.0,S,BR,21.0,2016-07-19,11.6,245.25
26258,LOM01,2016-07-19,3.334383182768082,4.0,4.0,S,BR,21.0,2016-07-19,11.6,245.25
26262,LOM01,2016-07-19,3.334383182768082,5.0,7.0,S,BR,21.0,2016-07-19,11.6,245.25
33330,LOS05,2016-07-19,2.0306309908905886,6.0,1.0,C,ST,16.0,2016-07-19,11.6,245.25
26320,LOM01,2016-07-19,3.334383182768082,13.0,11.0,S,BR,21.0,2016-07-19,11.6,245.25
26323,LOM01,2016-07-19,3.334383182768082,14.0,5.0,S,BR,21.0,2016-07-19,11.6,245.25
26328,LOM01,2016-07-19,3.334383182768082,15.0,9.0,S,BR,21.0,2016-07-19,11.6,245.25
33325,LOS05,2016-07-19,2.0306309908905886,1.0,1.0,C,ST,16.0,2016-07-19,11.6,245.25
33326,LOS05,2016-07-19,2.0306309908905886,2.0,1.0,C,ST,16.0,2016-07-19,11.6,245.25
33327,LOS05,2016-07-19,2.0306309908905886,3.0,1.0,C,ST,16.0,2016-07-19,11.6,245.25
33328,LOS05,2016-07-19,2.0306309908905886,4.0,1.0,C,ST,16.0,2016-07-19,11.6,245.25
26300,LOM01,2016-07-19,3.334383182768082,11.0,7.0,S,BR,21.0,2016-07-19,11.6,245.25
26308,LOM01,2016-07-19,3.334383182768082,12.0,6.0,S,BR,21.0,2016-07-19,11.6,245.25
34009,LOS07,2016-07-19,3.6779206331562007,4.0,1.0,C,ST,16.0,2016-07-19,11.6,245.25
34011,LOS07,2016-07-19,3.6779206331562007,6.0,1.0,C,ST,16.0,2016-07-19,11.6,245.25
27955,LOM06,2016-07-19,3.7821133957759514,2.0,7.0,S,BR,21.0,2016-07-19,11.6,245.25
27956,LOM06,2016-07-19,3.7821133957759514,3.0,7.0,S,BR,21.0,2016-07-19,11.6,245.25
27963,LOM06,2016-07-19,3.7821133957759514,4.0,8.0,S,BR,21.0,2016-07-19,11.6,245.25
31472,LOO08,2016-07-19,2.598880560517946,1.0,0.0,C,ST,18.0,2016-07-19,11.6,245.25
31473,LOO08,2016-07-19,2.598880560517946,2.0,0.0,C,ST,18.0,2016-07-19,11.6,245.25
31474,LOO08,2016-07-19,2.598880560517946,3.0,0.0,C,ST,18.0,2016-07-19,11.6,245.25
25128,LOB06,2016-07-19,1.9601317042077895,11.0,0.0,PC,ST,24.0,2016-07-19,11.6,245.25
25129,LOB06,2016-07-19,1.9601317042077895,12.0,0.0,PC,ST,24.0,2016-07-19,11.6,245.25
25130,LOB06,2016-07-19,1.9601317042077895,13.0,0.0,PC,ST,24.0,2016-07-19,11.6,245.25
25131,LOB06,2016-07-19,1.9601317042077895,14.0,0.0,PC,ST,24.0,2016-07-19,11.6,245.25
25132,LOB06,2016-07-19,1.9601317042077895,15.0,0.0,PC,ST,24.0,2016-07-19,11.6,245.25
27318,LOM04,2016-07-19,5.432753862498172,1.0,7.0,S,BR,20.0,2016-07-19,11.6,245.25
25118,LOB06,2016-07-19,1.9601317042077895,1.0,0.0,PC,ST,24.0,2016-07-19,11.6,245.25
25119,LOB06,2016-07-19,1.9601317042077895,2.0,0.0,PC,ST,24.0,2016-07-19,11.6,245.25
25120,LOB06,2016-07-19,1.9601317042077895,3.0,0.0,PC,ST,24.0,2016-07-19,11.6,245.25
25121,LOB06,2016-07-19,1.9601317042077895,4.0,0.0,PC,ST,24.0,2016-07-19,11.6,245.25
25122,LOB06,2016-07-19,1.9601317042077895,5.0,0.0,PC,ST,24.0,2016-07-19,11.6,245.25
25123,LOB06,2016-07-19,1.9601317042077895,6.0,0.0,PC,ST,24.0,2016-07-19,11.6,245.25
25124,LOB06,2016-07-19,1.9601317042077895,7.0,0.0,PC,ST,24.0,2016-07-19,11.6,245.25
25125,LOB06,2016-07-19,1.9601317042077895,8.0,0.0,PC,ST,24.0,2016-07-19,11.6,245.25
25126,LOB06,2016-07-19,1.9601317042077895,9.0,0.0,PC,ST,24.0,2016-07-19,11.6,245.25
25127,LOB06,2016-07-19,1.9601317042077895,10.0,0.0,PC,ST,24.0,2016-07-19,11.6,245.25
27945,LOM06,2016-07-19,3.7821133957759514,1.0,10.0,S,BR,21.0,2016-07-19,11.6,245.25
31475,LOO08,2016-07-19,2.598880560517946,4.0,0.0,C,ST,18.0,2016-07-19,11.6,245.25
31476,LOO08,2016-07-19,2.598880560517946,5.0,0.0,C,ST,18.0,2016-07-19,11.6,245.25
31477,LOO08,2016-07-19,2.598880560517946,6.0,0.0,C,ST,18.0,2016-07-19,11.6,245.25
24651,LOB03,2016-07-19,1.0733778604383635,1.0,4.0,S,ST,24.0,2016-07-19,11.6,245.25
31486,LOO08,2016-07-19,2.598880560517946,15.0,0.0,C,ST,18.0,2016-07-19,11.6,245.25
33751,LOS06,2016-07-19,3.328590243716063,2.0,0.0,C,ST,16.0,2016-07-19,11.6,245.25
33752,LOS06,2016-07-19,3.328590243716063,3.0,0.0,C,ST,16.0,2016-07-19,11.6,245.25
33753,LOS06,2016-07-19,3.328590243716063,4.0,0.0,C,ST,16.0,2016-07-19,11.6,245.25
33754,LOS06,2016-07-19,3.328590243716063,5.0,0.0,C,ST,16.0,2016-07-19,11.6,245.25
33755,LOS06,2016-07-19,3.328590243716063,6.0,0.0,C,ST,16.0,2016-07-19,11.6,245.25
33756,LOS06,2016-07-19,3.328590243716063,7.0,0.0,C,ST,16.0,2016-07-19,11.6,245.25
33757,LOS06,2016-07-19,3.328590243716063,8.0,0.0,C,ST,16.0,2016-07-19,11.6,245.25
33758,LOS06,2016-07-19,3.328590243716063,9.0,0.0,C,ST,16.0,2016-07-19,11.6,245.25
33759,LOS06,2016-07-19,3.328590243716063,10.0,0.0,C,ST,16.0,2016-07-19,11.6,245.25
34010,LOS07,2016-07-19,3.6779206331562007,5.0,1.0,C,ST,16.0,2016-07-19,11.6,245.25
33761,LOS06,2016-07-19,3.328590243716063,12.0,0.0,C,ST,16.0,2016-07-19,11.6,245.25
33762,LOS06,2016-07-19,3.328590243716063,13.0,0.0,C,ST,16.0,2016-07-19,11.6,245.25
33763,LOS06,2016-07-19,3.328590243716063,14.0,0.0,C,ST,16.0,2016-07-19,11.6,245.25
33764,LOS06,2016-07-19,3.328590243716063,15.0,0.0,C,ST,16.0,2016-07-19,11.6,245.25
24652,LOB03,2016-07-19,1.0733778604383635,2.0,4.0,S,ST,24.0,2016-07-19,11.6,245.25
24653,LOB03,2016-07-19,1.0733778604383635,3.0,4.0,S,ST,24.0,2016-07-19,11.6,245.25
24654,LOB03,2016-07-19,1.0733778604383635,5.0,1.0,S,ST,24.0,2016-07-19,11.6,245.25
24655,LOB03,2016-07-19,1.0733778604383635,6.0,4.0,S,ST,24.0,2016-07-19,11.6,245.25
31478,LOO08,2016-07-19,2.598880560517946,7.0,0.0,C,ST,18.0,2016-07-19,11.6,245.25
31479,LOO08,2016-07-19,2.598880560517946,8.0,0.0,C,ST,18.0,2016-07-19,11.6,245.25
31480,LOO08,2016-07-19,2.598880560517946,9.0,0.0,C,ST,18.0,2016-07-19,11.6,245.25
31481,LOO08,2016-07-19,2.598880560517946,10.0,0.0,C,ST,18.0,2016-07-19,11.6,245.25
31482,LOO08,2016-07-19,2.598880560517946,11.0,0.0,C,ST,18.0,2016-07-19,11.6,245.25
31483,LOO08,2016-07-19,2.598880560517946,12.0,0.0,C,ST,18.0,2016-07-19,11.6,245.25
31484,LOO08,2016-07-19,2.598880560517946,13.0,0.0,C,ST,18.0,2016-07-19,11.6,245.25
31485,LOO08,2016-07-19,2.598880560517946,14.0,0.0,C,ST,18.0,2016-07-19,11.6,245.25
24667,LOB03,2016-07-19,1.0733778604383635,15.0,1.0,S,ST,24.0,2016-07-19,11.6,245.25
24666,LOB03,2016-07-19,1.0733778604383635,14.0,1.0,S,ST,24.0,2016-07-19,11.6,245.25
24664,LOB03,2016-07-19,1.0733778604383635,13.0,4.0,S,ST,24.0,2016-07-19,11.6,245.25
24663,LOB03,2016-07-19,1.0733778604383635,12.0,3.0,S,ST,24.0,2016-07-19,11.6,245.25
24661,LOB03,2016-07-19,1.0733778604383635,11.0,2.0,S,ST,24.0,2016-07-19,11.6,245.25
24660,LOB03,2016-07-19,1.0733778604383635,10.0,5.0,S,ST,24.0,2016-07-19,11.6,245.25
24658,LOB03,2016-07-19,1.0733778604383635,9.0,1.0,S,ST,24.0,2016-07-19,11.6,245.25
24657,LOB03,2016-07-19,1.0733778604383635,8.0,1.0,S,ST,24.0,2016-07-19,11.6,245.25
